date,facility_id,facility_name,facility_type,packaging_type,total_produced,total_returned,total_reused,total_recycled,total_waste,co2_saved,cost_savings,latitude,longitude
2024-09-27,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1486,1186,997,189,300,593.0,177.9,51.2194,4.4025
2024-09-27,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1877,1839,484,1355,38,1471.2,220.68,51.2194,4.4025
2024-09-27,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1756,975,434,541,781,292.5,78.0,51.2194,4.4025
2024-09-27,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1726,963,238,725,763,192.6,48.15,51.2194,4.4025
2024-09-27,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1656,1503,1160,343,153,150.3,375.75,51.2194,4.4025
2024-09-27,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1317,942,572,370,375,471.0,141.3,51.05,3.7303
2024-09-27,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,2331,1514,337,1177,817,1211.2,181.68,51.05,3.7303
2024-09-27,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1227,731,236,495,496,219.3,58.48,51.05,3.7303
2024-09-27,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1134,629,125,504,505,125.8,31.45,51.05,3.7303
2024-09-27,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1897,1859,1447,412,38,185.9,464.75,51.05,3.7303
2024-09-28,BR001,Brussels Brewery,Brewery,Glass Bottles,943,796,610,186,147,398.0,119.4,50.8503,4.3517
2024-09-28,BR001,Brussels Brewery,Brewery,Aluminum Cans,548,349,118,231,199,279.2,41.88,50.8503,4.3517
2024-09-28,BR001,Brussels Brewery,Brewery,Plastic Bottles,474,292,101,191,182,87.6,23.36,50.8503,4.3517
2024-09-28,BR001,Brussels Brewery,Brewery,Cardboard Cartons,500,214,116,98,286,42.8,10.7,50.8503,4.3517
2024-09-28,BR001,Brussels Brewery,Brewery,Wooden Crates,628,556,415,141,72,55.6,139.0,50.8503,4.3517
2024-09-28,BR002,Leuven Brewery,Brewery,Glass Bottles,368,289,186,103,79,144.5,43.35,50.8798,4.7005
2024-09-28,BR002,Leuven Brewery,Brewery,Aluminum Cans,900,617,258,359,283,493.6,74.04,50.8798,4.7005
2024-09-28,BR002,Leuven Brewery,Brewery,Plastic Bottles,874,648,157,491,226,194.4,51.84,50.8798,4.7005
2024-09-28,BR002,Leuven Brewery,Brewery,Cardboard Cartons,534,169,58,111,365,33.8,8.45,50.8798,4.7005
2024-09-28,BR002,Leuven Brewery,Brewery,Wooden Crates,689,616,531,85,73,61.6,154.0,50.8798,4.7005
2024-09-28,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,790,687,376,311,103,343.5,103.05,51.2194,4.4025
2024-09-28,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1393,1260,604,656,133,1008.0,151.2,51.2194,4.4025
2024-09-28,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1218,656,171,485,562,196.8,52.48,51.2194,4.4025
2024-09-28,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1399,599,199,400,800,119.8,29.95,51.2194,4.4025
2024-09-28,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,551,539,485,54,12,53.9,134.75,51.2194,4.4025
2024-09-28,DC002,Ghent Distribution,Distribution Center,Glass Bottles,489,406,251,155,83,203.0,60.9,51.05,3.7303
2024-09-28,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,930,569,129,440,361,455.2,68.28,51.05,3.7303
2024-09-28,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1090,650,311,339,440,195.0,52.0,51.05,3.7303
2024-09-28,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1033,359,115,244,674,71.8,17.95,51.05,3.7303
2024-09-28,DC002,Ghent Distribution,Distribution Center,Wooden Crates,577,547,492,55,30,54.7,136.75,51.05,3.7303
2024-09-29,BR001,Brussels Brewery,Brewery,Glass Bottles,312,305,197,108,7,152.5,45.75,50.8503,4.3517
2024-09-29,BR001,Brussels Brewery,Brewery,Aluminum Cans,768,538,217,321,230,430.4,64.56,50.8503,4.3517
2024-09-29,BR001,Brussels Brewery,Brewery,Plastic Bottles,449,300,145,155,149,90.0,24.0,50.8503,4.3517
2024-09-29,BR001,Brussels Brewery,Brewery,Cardboard Cartons,737,337,88,249,400,67.4,16.85,50.8503,4.3517
2024-09-29,BR001,Brussels Brewery,Brewery,Wooden Crates,500,490,441,49,10,49.0,122.5,50.8503,4.3517
2024-09-29,BR002,Leuven Brewery,Brewery,Glass Bottles,370,344,258,86,26,172.0,51.6,50.8798,4.7005
2024-09-29,BR002,Leuven Brewery,Brewery,Aluminum Cans,582,498,207,291,84,398.4,59.76,50.8798,4.7005
2024-09-29,BR002,Leuven Brewery,Brewery,Plastic Bottles,307,226,82,144,81,67.8,18.08,50.8798,4.7005
2024-09-29,BR002,Leuven Brewery,Brewery,Cardboard Cartons,480,183,57,126,297,36.6,9.15,50.8798,4.7005
2024-09-29,BR002,Leuven Brewery,Brewery,Wooden Crates,602,589,423,166,13,58.9,147.25,50.8798,4.7005
2024-09-29,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,759,673,444,229,86,336.5,100.95,51.2194,4.4025
2024-09-29,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,635,478,204,274,157,382.4,57.36,51.2194,4.4025
2024-09-29,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,910,563,171,392,347,168.9,45.04,51.2194,4.4025
2024-09-29,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1299,342,128,214,957,68.4,17.1,51.2194,4.4025
2024-09-29,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1013,992,892,100,21,99.2,248.0,51.2194,4.4025
2024-09-29,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1171,959,692,267,212,479.5,143.85,51.05,3.7303
2024-09-29,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,777,602,275,327,175,481.6,72.24,51.05,3.7303
2024-09-29,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1080,637,208,429,443,191.1,50.96,51.05,3.7303
2024-09-29,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1272,586,186,400,686,117.2,29.3,51.05,3.7303
2024-09-29,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1122,1015,831,184,107,101.5,253.75,51.05,3.7303
2024-09-30,BR001,Brussels Brewery,Brewery,Glass Bottles,1266,1212,723,489,54,606.0,181.8,50.8503,4.3517
2024-09-30,BR001,Brussels Brewery,Brewery,Aluminum Cans,412,314,72,242,98,251.2,37.68,50.8503,4.3517
2024-09-30,BR001,Brussels Brewery,Brewery,Plastic Bottles,1493,1074,158,916,419,322.2,85.92,50.8503,4.3517
2024-09-30,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1308,450,151,299,858,90.0,22.5,50.8503,4.3517
2024-09-30,BR001,Brussels Brewery,Brewery,Wooden Crates,890,872,691,181,18,87.2,218.0,50.8503,4.3517
2024-09-30,BR002,Leuven Brewery,Brewery,Glass Bottles,1486,1180,1047,133,306,590.0,177.0,50.8798,4.7005
2024-09-30,BR002,Leuven Brewery,Brewery,Aluminum Cans,569,344,34,310,225,275.2,41.28,50.8798,4.7005
2024-09-30,BR002,Leuven Brewery,Brewery,Plastic Bottles,620,399,99,300,221,119.7,31.92,50.8798,4.7005
2024-09-30,BR002,Leuven Brewery,Brewery,Cardboard Cartons,832,247,91,156,585,49.4,12.35,50.8798,4.7005
2024-09-30,BR002,Leuven Brewery,Brewery,Wooden Crates,588,572,425,147,16,57.2,143.0,50.8798,4.7005
2024-09-30,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2257,1629,1282,347,628,814.5,244.35,51.2194,4.4025
2024-09-30,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,975,794,230,564,181,635.2,95.28,51.2194,4.4025
2024-09-30,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2016,1581,305,1276,435,474.3,126.48,51.2194,4.4025
2024-09-30,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1706,422,97,325,1284,84.4,21.1,51.2194,4.4025
2024-09-30,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1054,996,821,175,58,99.6,249.0,51.2194,4.4025
2024-09-30,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1245,1028,755,273,217,514.0,154.2,51.05,3.7303
2024-09-30,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1261,787,349,438,474,629.6,94.44,51.05,3.7303
2024-09-30,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1790,1059,436,623,731,317.7,84.72,51.05,3.7303
2024-09-30,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1144,496,171,325,648,99.2,24.8,51.05,3.7303
2024-09-30,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1975,1935,1634,301,40,193.5,483.75,51.05,3.7303
2024-10-01,BR001,Brussels Brewery,Brewery,Glass Bottles,961,878,731,147,83,439.0,131.7,50.8503,4.3517
2024-10-01,BR001,Brussels Brewery,Brewery,Aluminum Cans,732,563,208,355,169,450.4,67.56,50.8503,4.3517
2024-10-01,BR001,Brussels Brewery,Brewery,Plastic Bottles,1525,901,400,501,624,270.3,72.08,50.8503,4.3517
2024-10-01,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1438,477,229,248,961,95.4,23.85,50.8503,4.3517
2024-10-01,BR001,Brussels Brewery,Brewery,Wooden Crates,832,787,516,271,45,78.7,196.75,50.8503,4.3517
2024-10-01,BR002,Leuven Brewery,Brewery,Glass Bottles,1228,1059,669,390,169,529.5,158.85,50.8798,4.7005
2024-10-01,BR002,Leuven Brewery,Brewery,Aluminum Cans,1200,1000,234,766,200,800.0,120.0,50.8798,4.7005
2024-10-01,BR002,Leuven Brewery,Brewery,Plastic Bottles,811,450,49,401,361,135.0,36.0,50.8798,4.7005
2024-10-01,BR002,Leuven Brewery,Brewery,Cardboard Cartons,483,171,17,154,312,34.2,8.55,50.8798,4.7005
2024-10-01,BR002,Leuven Brewery,Brewery,Wooden Crates,551,436,381,55,115,43.6,109.0,50.8798,4.7005
2024-10-01,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1839,1707,1267,440,132,853.5,256.05,51.2194,4.4025
2024-10-01,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1493,975,287,688,518,780.0,117.0,51.2194,4.4025
2024-10-01,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2158,1294,238,1056,864,388.2,103.52,51.2194,4.4025
2024-10-01,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1252,689,267,422,563,137.8,34.45,51.2194,4.4025
2024-10-01,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,872,809,649,160,63,80.9,202.25,51.2194,4.4025
2024-10-01,DC002,Ghent Distribution,Distribution Center,Glass Bottles,805,701,347,354,104,350.5,105.15,51.05,3.7303
2024-10-01,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1346,976,226,750,370,780.8,117.12,51.05,3.7303
2024-10-01,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2063,1031,280,751,1032,309.3,82.48,51.05,3.7303
2024-10-01,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1013,587,213,374,426,117.4,29.35,51.05,3.7303
2024-10-01,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1843,1645,1410,235,198,164.5,411.25,51.05,3.7303
2024-10-02,BR001,Brussels Brewery,Brewery,Glass Bottles,828,811,642,169,17,405.5,121.65,50.8503,4.3517
2024-10-02,BR001,Brussels Brewery,Brewery,Aluminum Cans,664,501,117,384,163,400.8,60.12,50.8503,4.3517
2024-10-02,BR001,Brussels Brewery,Brewery,Plastic Bottles,1123,752,255,497,371,225.6,60.16,50.8503,4.3517
2024-10-02,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1303,637,231,406,666,127.4,31.85,50.8503,4.3517
2024-10-02,BR001,Brussels Brewery,Brewery,Wooden Crates,1556,1524,1137,387,32,152.4,381.0,50.8503,4.3517
2024-10-02,BR002,Leuven Brewery,Brewery,Glass Bottles,1100,1078,775,303,22,539.0,161.7,50.8798,4.7005
2024-10-02,BR002,Leuven Brewery,Brewery,Aluminum Cans,1318,1262,291,971,56,1009.6,151.44,50.8798,4.7005
2024-10-02,BR002,Leuven Brewery,Brewery,Plastic Bottles,415,321,102,219,94,96.3,25.68,50.8798,4.7005
2024-10-02,BR002,Leuven Brewery,Brewery,Cardboard Cartons,583,195,49,146,388,39.0,9.75,50.8798,4.7005
2024-10-02,BR002,Leuven Brewery,Brewery,Wooden Crates,523,480,404,76,43,48.0,120.0,50.8798,4.7005
2024-10-02,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2348,2118,1361,757,230,1059.0,317.7,51.2194,4.4025
2024-10-02,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2246,1679,863,816,567,1343.2,201.48,51.2194,4.4025
2024-10-02,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1932,1492,512,980,440,447.6,119.36,51.2194,4.4025
2024-10-02,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2281,921,287,634,1360,184.2,46.05,51.2194,4.4025
2024-10-02,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1044,1023,713,310,21,102.3,255.75,51.2194,4.4025
2024-10-02,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1693,1395,743,652,298,697.5,209.25,51.05,3.7303
2024-10-02,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,858,677,246,431,181,541.6,81.24,51.05,3.7303
2024-10-02,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2167,1195,546,649,972,358.5,95.6,51.05,3.7303
2024-10-02,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1405,389,59,330,1016,77.8,19.45,51.05,3.7303
2024-10-02,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1753,1704,1533,171,49,170.4,426.0,51.05,3.7303
2024-10-03,BR001,Brussels Brewery,Brewery,Glass Bottles,1305,1278,835,443,27,639.0,191.7,50.8503,4.3517
2024-10-03,BR001,Brussels Brewery,Brewery,Aluminum Cans,642,550,162,388,92,440.0,66.0,50.8503,4.3517
2024-10-03,BR001,Brussels Brewery,Brewery,Plastic Bottles,1104,643,249,394,461,192.9,51.44,50.8503,4.3517
2024-10-03,BR001,Brussels Brewery,Brewery,Cardboard Cartons,609,283,40,243,326,56.6,14.15,50.8503,4.3517
2024-10-03,BR001,Brussels Brewery,Brewery,Wooden Crates,468,458,412,46,10,45.8,114.5,50.8503,4.3517
2024-10-03,BR002,Leuven Brewery,Brewery,Glass Bottles,905,712,526,186,193,356.0,106.8,50.8798,4.7005
2024-10-03,BR002,Leuven Brewery,Brewery,Aluminum Cans,997,797,259,538,200,637.6,95.64,50.8798,4.7005
2024-10-03,BR002,Leuven Brewery,Brewery,Plastic Bottles,464,252,58,194,212,75.6,20.16,50.8798,4.7005
2024-10-03,BR002,Leuven Brewery,Brewery,Cardboard Cartons,985,391,163,228,594,78.2,19.55,50.8798,4.7005
2024-10-03,BR002,Leuven Brewery,Brewery,Wooden Crates,744,729,556,173,15,72.9,182.25,50.8798,4.7005
2024-10-03,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1917,1777,737,1040,140,888.5,266.55,51.2194,4.4025
2024-10-03,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1209,1045,131,914,164,836.0,125.4,51.2194,4.4025
2024-10-03,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1892,1066,200,866,826,319.8,85.28,51.2194,4.4025
2024-10-03,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,968,261,108,153,707,52.2,13.05,51.2194,4.4025
2024-10-03,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1379,1245,1039,206,134,124.5,311.25,51.2194,4.4025
2024-10-03,DC002,Ghent Distribution,Distribution Center,Glass Bottles,2078,1756,1312,444,322,878.0,263.4,51.05,3.7303
2024-10-03,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1717,1300,223,1077,417,1040.0,156.0,51.05,3.7303
2024-10-03,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2248,1572,393,1179,676,471.6,125.76,51.05,3.7303
2024-10-03,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2233,545,140,405,1688,109.0,27.25,51.05,3.7303
2024-10-03,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1466,1436,1270,166,30,143.6,359.0,51.05,3.7303
2024-10-04,BR001,Brussels Brewery,Brewery,Glass Bottles,1417,1155,768,387,262,577.5,173.25,50.8503,4.3517
2024-10-04,BR001,Brussels Brewery,Brewery,Aluminum Cans,653,468,237,231,185,374.4,56.16,50.8503,4.3517
2024-10-04,BR001,Brussels Brewery,Brewery,Plastic Bottles,787,502,172,330,285,150.6,40.16,50.8503,4.3517
2024-10-04,BR001,Brussels Brewery,Brewery,Cardboard Cartons,666,335,108,227,331,67.0,16.75,50.8503,4.3517
2024-10-04,BR001,Brussels Brewery,Brewery,Wooden Crates,690,637,497,140,53,63.7,159.25,50.8503,4.3517
2024-10-04,BR002,Leuven Brewery,Brewery,Glass Bottles,1075,906,630,276,169,453.0,135.9,50.8798,4.7005
2024-10-04,BR002,Leuven Brewery,Brewery,Aluminum Cans,440,362,110,252,78,289.6,43.44,50.8798,4.7005
2024-10-04,BR002,Leuven Brewery,Brewery,Plastic Bottles,694,467,136,331,227,140.1,37.36,50.8798,4.7005
2024-10-04,BR002,Leuven Brewery,Brewery,Cardboard Cartons,944,385,38,347,559,77.0,19.25,50.8798,4.7005
2024-10-04,BR002,Leuven Brewery,Brewery,Wooden Crates,1075,1053,878,175,22,105.3,263.25,50.8798,4.7005
2024-10-04,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2115,2008,824,1184,107,1004.0,301.2,51.2194,4.4025
2024-10-04,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1898,1819,520,1299,79,1455.2,218.28,51.2194,4.4025
2024-10-04,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2216,1575,308,1267,641,472.5,126.0,51.2194,4.4025
2024-10-04,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2005,924,179,745,1081,184.8,46.2,51.2194,4.4025
2024-10-04,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2129,1889,1700,189,240,188.9,472.25,51.2194,4.4025
2024-10-04,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1207,1002,723,279,205,501.0,150.3,51.05,3.7303
2024-10-04,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1237,1035,361,674,202,828.0,124.2,51.05,3.7303
2024-10-04,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1061,652,219,433,409,195.6,52.16,51.05,3.7303
2024-10-04,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2090,1338,393,945,752,267.6,66.9,51.05,3.7303
2024-10-04,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1950,1891,1701,190,59,189.1,472.75,51.05,3.7303
2024-10-05,BR001,Brussels Brewery,Brewery,Glass Bottles,346,332,271,61,14,166.0,49.8,50.8503,4.3517
2024-10-05,BR001,Brussels Brewery,Brewery,Aluminum Cans,616,501,93,408,115,400.8,60.12,50.8503,4.3517
2024-10-05,BR001,Brussels Brewery,Brewery,Plastic Bottles,278,212,39,173,66,63.6,16.96,50.8503,4.3517
2024-10-05,BR001,Brussels Brewery,Brewery,Cardboard Cartons,702,302,67,235,400,60.4,15.1,50.8503,4.3517
2024-10-05,BR001,Brussels Brewery,Brewery,Wooden Crates,458,432,359,73,26,43.2,108.0,50.8503,4.3517
2024-10-05,BR002,Leuven Brewery,Brewery,Glass Bottles,436,384,285,99,52,192.0,57.6,50.8798,4.7005
2024-10-05,BR002,Leuven Brewery,Brewery,Aluminum Cans,692,630,217,413,62,504.0,75.6,50.8798,4.7005
2024-10-05,BR002,Leuven Brewery,Brewery,Plastic Bottles,584,336,133,203,248,100.8,26.88,50.8798,4.7005
2024-10-05,BR002,Leuven Brewery,Brewery,Cardboard Cartons,540,280,49,231,260,56.0,14.0,50.8798,4.7005
2024-10-05,BR002,Leuven Brewery,Brewery,Wooden Crates,464,454,395,59,10,45.4,113.5,50.8798,4.7005
2024-10-05,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,699,573,479,94,126,286.5,85.95,51.2194,4.4025
2024-10-05,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,503,369,115,254,134,295.2,44.28,51.2194,4.4025
2024-10-05,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1129,657,198,459,472,197.1,52.56,51.2194,4.4025
2024-10-05,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,670,194,30,164,476,38.8,9.7,51.2194,4.4025
2024-10-05,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,872,854,610,244,18,85.4,213.5,51.2194,4.4025
2024-10-05,DC002,Ghent Distribution,Distribution Center,Glass Bottles,803,602,291,311,201,301.0,90.3,51.05,3.7303
2024-10-05,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,754,517,86,431,237,413.6,62.04,51.05,3.7303
2024-10-05,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1330,1016,407,609,314,304.8,81.28,51.05,3.7303
2024-10-05,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,548,181,95,86,367,36.2,9.05,51.05,3.7303
2024-10-05,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1431,1402,1076,326,29,140.2,350.5,51.05,3.7303
2024-10-06,BR001,Brussels Brewery,Brewery,Glass Bottles,514,308,277,31,206,154.0,46.2,50.8503,4.3517
2024-10-06,BR001,Brussels Brewery,Brewery,Aluminum Cans,585,357,48,309,228,285.6,42.84,50.8503,4.3517
2024-10-06,BR001,Brussels Brewery,Brewery,Plastic Bottles,871,611,332,279,260,183.3,48.88,50.8503,4.3517
2024-10-06,BR001,Brussels Brewery,Brewery,Cardboard Cartons,741,398,141,257,343,79.6,19.9,50.8503,4.3517
2024-10-06,BR001,Brussels Brewery,Brewery,Wooden Crates,633,620,548,72,13,62.0,155.0,50.8503,4.3517
2024-10-06,BR002,Leuven Brewery,Brewery,Glass Bottles,908,840,611,229,68,420.0,126.0,50.8798,4.7005
2024-10-06,BR002,Leuven Brewery,Brewery,Aluminum Cans,768,584,171,413,184,467.2,70.08,50.8798,4.7005
2024-10-06,BR002,Leuven Brewery,Brewery,Plastic Bottles,566,296,80,216,270,88.8,23.68,50.8798,4.7005
2024-10-06,BR002,Leuven Brewery,Brewery,Cardboard Cartons,267,61,17,44,206,12.2,3.05,50.8798,4.7005
2024-10-06,BR002,Leuven Brewery,Brewery,Wooden Crates,353,300,206,94,53,30.0,75.0,50.8798,4.7005
2024-10-06,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1344,1166,978,188,178,583.0,174.9,51.2194,4.4025
2024-10-06,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1435,1208,172,1036,227,966.4,144.96,51.2194,4.4025
2024-10-06,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,737,369,145,224,368,110.7,29.52,51.2194,4.4025
2024-10-06,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,656,197,54,143,459,39.4,9.85,51.2194,4.4025
2024-10-06,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1052,1030,724,306,22,103.0,257.5,51.2194,4.4025
2024-10-06,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1428,1228,695,533,200,614.0,184.2,51.05,3.7303
2024-10-06,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,741,511,169,342,230,408.8,61.32,51.05,3.7303
2024-10-06,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,518,228,78,150,290,68.4,18.24,51.05,3.7303
2024-10-06,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,587,233,82,151,354,46.6,11.65,51.05,3.7303
2024-10-06,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1067,1037,933,104,30,103.7,259.25,51.05,3.7303
2024-10-07,BR001,Brussels Brewery,Brewery,Glass Bottles,1113,959,630,329,154,479.5,143.85,50.8503,4.3517
2024-10-07,BR001,Brussels Brewery,Brewery,Aluminum Cans,967,737,261,476,230,589.6,88.44,50.8503,4.3517
2024-10-07,BR001,Brussels Brewery,Brewery,Plastic Bottles,1596,965,293,672,631,289.5,77.2,50.8503,4.3517
2024-10-07,BR001,Brussels Brewery,Brewery,Cardboard Cartons,915,301,70,231,614,60.2,15.05,50.8503,4.3517
2024-10-07,BR001,Brussels Brewery,Brewery,Wooden Crates,1116,903,812,91,213,90.3,225.75,50.8503,4.3517
2024-10-07,BR002,Leuven Brewery,Brewery,Glass Bottles,1395,1012,638,374,383,506.0,151.8,50.8798,4.7005
2024-10-07,BR002,Leuven Brewery,Brewery,Aluminum Cans,1240,840,327,513,400,672.0,100.8,50.8798,4.7005
2024-10-07,BR002,Leuven Brewery,Brewery,Plastic Bottles,589,336,142,194,253,100.8,26.88,50.8798,4.7005
2024-10-07,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1032,343,112,231,689,68.6,17.15,50.8798,4.7005
2024-10-07,BR002,Leuven Brewery,Brewery,Wooden Crates,1346,1166,1049,117,180,116.6,291.5,50.8798,4.7005
2024-10-07,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1113,813,594,219,300,406.5,121.95,51.2194,4.4025
2024-10-07,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1219,991,338,653,228,792.8,118.92,51.2194,4.4025
2024-10-07,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,873,507,145,362,366,152.1,40.56,51.2194,4.4025
2024-10-07,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1964,794,226,568,1170,158.8,39.7,51.2194,4.4025
2024-10-07,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1517,1486,1337,149,31,148.6,371.5,51.2194,4.4025
2024-10-07,DC002,Ghent Distribution,Distribution Center,Glass Bottles,803,637,358,279,166,318.5,95.55,51.05,3.7303
2024-10-07,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1654,1225,683,542,429,980.0,147.0,51.05,3.7303
2024-10-07,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2320,1205,559,646,1115,361.5,96.4,51.05,3.7303
2024-10-07,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2124,1205,294,911,919,241.0,60.25,51.05,3.7303
2024-10-07,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1684,1650,1485,165,34,165.0,412.5,51.05,3.7303
2024-10-08,BR001,Brussels Brewery,Brewery,Glass Bottles,1528,1240,842,398,288,620.0,186.0,50.8503,4.3517
2024-10-08,BR001,Brussels Brewery,Brewery,Aluminum Cans,1582,1094,217,877,488,875.2,131.28,50.8503,4.3517
2024-10-08,BR001,Brussels Brewery,Brewery,Plastic Bottles,1502,803,142,661,699,240.9,64.24,50.8503,4.3517
2024-10-08,BR001,Brussels Brewery,Brewery,Cardboard Cartons,724,292,65,227,432,58.4,14.6,50.8503,4.3517
2024-10-08,BR001,Brussels Brewery,Brewery,Wooden Crates,998,971,625,346,27,97.1,242.75,50.8503,4.3517
2024-10-08,BR002,Leuven Brewery,Brewery,Glass Bottles,1109,979,766,213,130,489.5,146.85,50.8798,4.7005
2024-10-08,BR002,Leuven Brewery,Brewery,Aluminum Cans,515,283,95,188,232,226.4,33.96,50.8798,4.7005
2024-10-08,BR002,Leuven Brewery,Brewery,Plastic Bottles,1491,1077,192,885,414,323.1,86.16,50.8798,4.7005
